阅城国际花园悠然园,http://nj.lianjia.com/ershoufang/103101143990.html,三期 小三房 带地暖 位置好 楼层好,3室2厅,42355,410,96.8,中楼层/共11层,南 北,精装,2009,,雨花台,宁南,近1号线软件大道站
金轮第一城,http://nj.lianjia.com/ershoufang/103100817439.html,双地铁 满五仅有 南北通透 楼层好,3室2厅,27067,315,116.38,低楼层/共6层,南 北,平层/简装,2002,,江宁,百家湖,近3号线胜太西路站
广博苑,http://nj.lianjia.com/ershoufang/103100893241.html,满五年 高楼层 视野开阔 刚需两房,1室1厅,23912,150,62.73,中楼层/共19层,南,平层/简装,2010,,江宁,东山镇,近1号线天印大道站
经纬城市花园小区,http://nj.lianjia.com/ershoufang/103101030320.html,经纬城市花园 小三房 楼层好 业主诚售,3室1厅,25567,195,76.27,中楼层/共5层,南 北,平层/简装,2003,,江宁,岔路口,近1号线双龙大道站
朗诗熙园,http://nj.lianjia.com/ershoufang/103100633564.html,张府园地铁 拎包入住 张府园地铁 带电梯,1室0厅,32132,115,35.79,低楼层/共25层,北,平层/精装,2004,,秦淮,新街口,近1号线张府园站
金王府,http://nj.lianjia.com/ershoufang/103101054966.html,满两年  三卧朝南大三房  视野好  交通便利 配套成熟,3室2厅,29967,400,133.48,中楼层/共11层,南,平层/毛坯,2010,,江宁,百家湖,近1号线胜太路站
广博苑,http://nj.lianjia.com/ershoufang/103100554561.html,广博苑 2室2厅 245万,2室2厅,25714,245,95.28,高楼层/共18层,南 北,平层/精装,2010,,江宁,东山镇,近1号线天印大道站
金王府,http://nj.lianjia.com/ershoufang/103100779110.html,三房附赠一房 loft 一号线双地铁百小施教房户口无占用,3室2厅,29901,379,126.75,高楼层/共11层,南,跃层/精装,2010,,江宁,百家湖,近1号线河定桥站
融侨世家,http://nj.lianjia.com/ershoufang/103100857353.html,融侨世家 3室2厅 245万,3室2厅,26680,245,91.83,低楼层/共16层,南,平层/精装,2011,,江宁,江宁大学城,近1号线龙眠大道站
金蕊家苑,http://nj.lianjia.com/ershoufang/103100774770.html,非毛坯三房 业主诚心出售 交通便利,3室2厅,26994,245,90.76,高楼层/共10层,南 北,精装,2007,,雨花台,安德门,近1号线安德门站
枫情家园,http://nj.lianjia.com/ershoufang/103100701469.html,枫情家园 3室2厅 313万,3室2厅,28981,313,108.0,中楼层/共12层,南,平层/精装,2015,,江宁,百家湖,近3号线胜太西路站
南方花园枫彩园,http://nj.lianjia.com/ershoufang/103100948569.html,南方花园枫彩园 1室1厅 147万,1室1厅,26968,147,54.51,中楼层/共15层,南,平层/精装,2006,,江宁,岔路口,近1号线双龙大道站
花神美境,http://nj.lianjia.com/ershoufang/103100620719.html,此房方正实用，采光充足，全明户型，双阳台，有地下室,3室2厅,28593,378,132.2,高楼层/共6层,南 北,平层/其他,2005,,雨花台,宁南,近3号线大明路站
金王府,http://nj.lianjia.com/ershoufang/103100607114.html, 精装 地铁口 南北通透 采光充足,3室2厅,27880,288,103.3,高楼层/共6层,南 北,精装,2005,,江宁,百家湖,近1号线胜太路站
名嘉佳园小区,http://nj.lianjia.com/ershoufang/103100817854.html,满五年  户型方正 楼层好 采光充足 视野宽阔 ,2室2厅,25362,275,108.43,高楼层/共10层,南,平层/精装,2006,,江宁,岔路口,近1号线双龙大道站
市政天元城,http://nj.lianjia.com/ershoufang/103100799226.html,天元城精装2房 刚需落户 拎包入住,2室1厅,27242,175,64.24,中楼层/共13层,南,平层/精装,2006,,江宁,东山镇,近1号线竹山路站
武夷绿洲观竹苑,http://nj.lianjia.com/ershoufang/103100992034.html,武夷绿洲二期观竹苑中装小三房 户型好 南北通透采光好,3室2厅,28223,296,104.88,低楼层/共16层,南 北,平层/精装,2007,,江宁,科学园,近1号线竹山路站
诚基名苑,http://nj.lianjia.com/ershoufang/103100843465.html,诚基名苑百家湖小学百家湖地铁口满两年精装修,2室1厅,33412,169,50.58,高楼层/共12层,北,跃层/精装,2013,,江宁,百家湖,近1号线小龙湾站
亚东国际公寓,http://nj.lianjia.com/ershoufang/103100719596.html,亚东国际公寓 双卧朝南 交通便利 配套完善,2室2厅,32154,288,89.57,低楼层/共27层,南,平层/简装,2009,,雨花台,能仁里,近1号线中华门站
